,USERID,PID,RATING
1641,2727,B07PHJYS18,1
1643,1834,B07PHJYS18,5
1645,1869,B07PHJYS18,3
1647,21,B07PHJYS18,2
1649,2350,B008E0NGCM,5
1651,1315,B008E0NGCM,5
1653,2359,B008E0NGCM,5
1655,1218,B008E0NGCM,5
1657,1025,B008E0NGCM,5
1659,39,B008E0NGCM,4
1661,1484,B008E0NGCM,3
1663,1484,B008E0NGCM,3
1665,1572,B07Q7QBRL4,4
1667,957,B07Q7QBRL4,5
1669,801,B07Q7QBRL4,5
1671,2596,B07Q7QBRL4,5
1673,228,B07Q7QBRL4,5
1675,2277,B07Q7QBRL4,5
1677,119,B07Q7QBRL4,3
1679,1509,B07Q7QBRL4,5
1681,1509,B07Q7QBRL4,5
1683,2229,B07Q3JF67D,5
1685,233,B07Q3JF67D,5
1687,1618,B07Q3JF67D,5
1689,278,B07Q3JF67D,4
1691,1524,B07Q3JF67D,4
1693,2108,B07Q3JF67D,3
1695,2986,B07Q3JF67D,5
1697,781,B07Q3JF67D,5
1699,781,B07Q3JF67D,5
1701,119,B07L9WS3TT,5
1703,2564,B07L9WS3TT,5
1705,1471,B07L9WS3TT,5
1707,3123,B07L9WS3TT,5
1709,1034,B07L9WS3TT,4
1711,1300,B07L9WS3TT,3
1713,60,B07L9WS3TT,5
1715,2606,B07L9WS3TT,5
1717,2606,B07L9WS3TT,5
1719,20,B07QZXHXP1,5
1721,1644,B07QZXHXP1,5
1723,3130,B07QZXHXP1,4
1725,706,B07QZXHXP1,5
1727,751,B07QZXHXP1,5
1729,119,B07QZXHXP1,5
1731,119,B07QZXHXP1,5
1733,1826,B07QZXHXP1,3
1735,1826,B07QZXHXP1,3
1737,184,B07RD2CLTQ,5
1739,119,B07RD2CLTQ,5
1741,2676,B07RD2CLTQ,5
1743,2663,B07RD2CLTQ,5
1745,769,B07RD2CLTQ,5
1747,644,B07RD2CLTQ,5
1749,644,B07RD2CLTQ,5
1751,708,B07GQCP5VQ,5
1753,1335,B07GQCP5VQ,5
1755,813,B07GQCP5VQ,5
1757,1247,B07GQCP5VQ,5
1759,119,B07GQCP5VQ,5
1761,119,B07GQCP5VQ,5
1763,119,B07GQCP5VQ,5
1765,2167,B07R8T35FR,5
1767,3028,B07R8T35FR,5
1769,119,B07R8T35FR,5
1771,1002,B07R8T35FR,5
1773,2457,B07R8T35FR,5
1775,304,B07R8T35FR,5
1777,1562,B07R8T35FR,5
1779,1436,B07R8T35FR,5
1781,1436,B07R8T35FR,5
1783,2654,B07KBT9JP7,5
1785,175,B07KBT9JP7,5
1787,119,B07KBT9JP7,1
1789,448,B07KBT9JP7,5
1791,1758,B07KBT9JP7,1
1793,2115,B07KBT9JP7,3
1795,1710,B07KBT9JP7,5
1797,2729,B07KBT9JP7,5
1799,2729,B07KBT9JP7,5
1801,1171,B073W9X5HK,3
1803,2397,B073W9X5HK,5
1805,1146,B073W9X5HK,4
1807,1207,B073W9X5HK,1
1809,119,B073W9X5HK,5
1811,1367,B073W9X5HK,4
1813,161,B073W9X5HK,5
1815,1866,B073W9X5HK,4
1817,1866,B073W9X5HK,4
1819,321,B07QLVWKYS,5
1821,1976,B07QLVWKYS,5
1823,23,B07QLVWKYS,5
1825,2394,B07QLVWKYS,3
1827,2483,B07QLVWKYS,5
1829,1703,B07QLVWKYS,5
1831,1465,B07QLVWKYS,5
1833,259,B07QLVWKYS,2
1835,259,B07QLVWKYS,2
1837,718,B07KM986G1,5
1839,2418,B07KM986G1,5
1841,1172,B07KM986G1,3
1843,2047,B07KM986G1,4
1845,745,B07KM986G1,2
1847,702,B07KM986G1,5
1849,119,B07KM986G1,5
1851,57,B07KM986G1,4
1853,57,B07KM986G1,4
1857,40,B07B6GPZ6F,3
1859,314,B07B6GPZ6F,5
1861,2247,B07B6GPZ6F,2
1863,1708,B07B6GPZ6F,5
1865,2158,B07B6GPZ6F,1
1867,2494,B07B6GPZ6F,2
1869,2188,B07B6GPZ6F,4
1871,1290,B07B6GPZ6F,4
1873,1290,B07B6GPZ6F,4
1875,455,B0179TOXM0,5
1877,1793,B0179TOXM0,5
1879,772,B0179TOXM0,5
1881,569,B0179TOXM0,5
1883,2016,B0179TOXM0,5
1885,26,B0179TOXM0,5
1887,2968,B0179TOXM0,4
1889,2842,B0179TOXM0,5
1891,2842,B0179TOXM0,5
1893,2794,B07QHXG8L5,3
1895,2439,B07QHXG8L5,5
1897,988,B07QHXG8L5,5
1899,3121,B07QHXG8L5,4
1901,2292,B07QHXG8L5,5
1903,913,B07QHXG8L5,5
1905,913,B07QHXG8L5,5
1907,2655,B07736QYPF,5
1909,496,B07736QYPF,5
1911,2276,B07736QYPF,1
1913,1014,B07736QYPF,4
1915,2022,B07736QYPF,4
1917,2898,B07736QYPF,2
1919,2185,B07736QYPF,5
1921,2742,B07736QYPF,4
1923,2742,B07736QYPF,4
1925,2164,B07D6JJWJD,5
1927,860,B07D6JJWJD,5
1929,1690,B07D6JJWJD,1
1931,2831,B07D6JJWJD,5
1933,721,B07D6JJWJD,3
1935,3099,B07D6JJWJD,4
1937,119,B07D6JJWJD,5
1939,430,B07D6JJWJD,5
1941,430,B07D6JJWJD,5
1943,2760,B07KBX2RN4,2
1945,2205,B07KBX2RN4,5
1947,377,B07KBX2RN4,3
1949,1091,B07KBX2RN4,5
1951,2087,B07KBX2RN4,2
1953,2707,B07KBX2RN4,3
1955,756,B07KBX2RN4,5
1957,119,B07KBX2RN4,4
1959,119,B07KBX2RN4,4
1963,563,B06XKW152G,5
1965,563,B06XKW152G,4
1967,2128,B06XKW152G,5
1969,2768,B06XKW152G,4
1971,2773,B06XKW152G,5
1973,2248,B06XKW152G,4
1975,1914,B06XKW152G,3
1977,1914,B06XKW152G,3
1979,1418,B07P83TG9H,4
1981,1205,B07P83TG9H,5
1983,1416,B07P83TG9H,4
1985,1535,B07P83TG9H,4
1987,130,B07P83TG9H,5
1989,3059,B07P83TG9H,5
1991,2716,B07P83TG9H,4
1993,1027,B07P83TG9H,3
1995,1027,B07P83TG9H,3
1997,80,B07HRJB2DX,5
1999,119,B07HRJB2DX,5
2001,2514,B07HRJB2DX,5
2003,843,B07HRJB2DX,2
2005,458,B07HRJB2DX,2
2007,909,B07HRJB2DX,5
2009,909,B07HRJB2DX,5
2011,1665,B07NFSWWPD,5
2013,2024,B07NFSWWPD,5
2015,3143,B07NFSWWPD,5
2017,62,B07NFSWWPD,5
2019,3011,B07NFSWWPD,5
2021,2215,B07NFSWWPD,5
2023,2826,B07NFSWWPD,5
2025,796,B07NFSWWPD,5
2027,796,B07NFSWWPD,5
2029,1522,B001F7V0KQ,5
2031,1968,B001F7V0KQ,5
2033,1875,B001F7V0KQ,5
2035,443,B001F7V0KQ,5
2037,2821,B001F7V0KQ,5
2039,3030,B001F7V0KQ,5
2041,991,B001F7V0KQ,4
2043,1797,B001F7V0KQ,1
2045,1797,B001F7V0KQ,1
2047,1572,B07PN12MKN,5
2049,1558,B07PN12MKN,5
2051,41,B07PN12MKN,5
2053,2537,B07PN12MKN,5
2055,642,B07PN12MKN,5
2057,119,B07PN12MKN,5
2059,1945,B07PN12MKN,5
2061,1196,B07PN12MKN,5
2063,1196,B07PN12MKN,5
2065,119,B07MZRQCDC,5
2067,1927,B07MZRQCDC,5
2069,2294,B07MZRQCDC,4
2071,2294,B07MZRQCDC,4
2073,2441,B07Q7NV133,5
2075,2291,B07Q7NV133,5
2077,2317,B07Q7NV133,5
2079,2390,B07Q7NV133,5
2081,2539,B07Q7NV133,5
2083,3088,B07Q7NV133,5
2085,1036,B07Q7NV133,5
2087,119,B07Q7NV133,5
2089,119,B07Q7NV133,5
2093,1772,B07FS6TG4B,5
2095,2784,B07FS6TG4B,5
2097,2251,B07FS6TG4B,5
2099,2336,B07FS6TG4B,5
2101,2239,B07FS6TG4B,5
2103,1173,B07FS6TG4B,5
2105,2116,B07FS6TG4B,5
2107,119,B07FS6TG4B,5
2109,119,B07FS6TG4B,5
2111,2695,B00KBZOTI8,3
2113,1198,B00KBZOTI8,2
2115,2196,B00KBZOTI8,5
2117,1740,B00KBZOTI8,1
2119,847,B00KBZOTI8,1
2121,119,B00KBZOTI8,5
2123,3016,B00KBZOTI8,1
2125,3055,B00KBZOTI8,1
2127,3055,B00KBZOTI8,1
2129,2899,B07MSPW2B5,5
2131,526,B07MSPW2B5,5
2133,1504,B07MSPW2B5,5
2135,160,B07MSPW2B5,5
2137,1322,B07MSPW2B5,5
2139,1510,B07MSPW2B5,5
2141,2886,B07MSPW2B5,5
2143,1323,B07MSPW2B5,5
2145,1323,B07MSPW2B5,5
2147,1143,B07QDVSDDN,5
2149,1162,B07QDVSDDN,5
2151,1177,B07QDVSDDN,5
2153,2505,B07QDVSDDN,5
2155,2605,B07QDVSDDN,4
2157,32,B07QDVSDDN,5
2159,2306,B07QDVSDDN,5
2161,446,B07QDVSDDN,5
2163,446,B07QDVSDDN,5
2165,1389,B07C2RLJNH,4
2167,1752,B07C2RLJNH,3
2169,1085,B07C2RLJNH,5
2171,2281,B07C2RLJNH,1
2173,1088,B07C2RLJNH,4
2175,119,B07C2RLJNH,5
2177,119,B07C2RLJNH,1
2179,2309,B07C2RLJNH,5
2181,2309,B07C2RLJNH,5
2183,2313,B07P1R8CGV,5
2185,2414,B07P1R8CGV,3
2187,1291,B07P1R8CGV,3
2189,2498,B07P1R8CGV,5
2191,2053,B07P1R8CGV,4
2193,1068,B07P1R8CGV,5
2195,1803,B07P1R8CGV,5
2197,597,B07P1R8CGV,4
2199,597,B07P1R8CGV,4
2201,1815,B00I77DTEC,1
2203,1341,B00I77DTEC,5
2205,2208,B00I77DTEC,3
2207,1899,B00I77DTEC,5
2209,625,B00I77DTEC,5
2211,1868,B00I77DTEC,5
2213,2561,B00I77DTEC,5
2215,2284,B00I77DTEC,5
2217,2284,B00I77DTEC,5
2219,2932,B07JHWJLQR,5
2221,582,B07JHWJLQR,4
2223,685,B07JHWJLQR,5
2225,1709,B07JHWJLQR,5
2227,164,B07JHWJLQR,5
2229,1974,B07JHWJLQR,5
2231,2747,B07JHWJLQR,5
2233,2947,B07JHWJLQR,3
2235,2947,B07JHWJLQR,3
2237,2985,B07MMLGJHR,4
2239,2809,B07MMLGJHR,5
2241,3004,B07MMLGJHR,5
2243,3090,B07MMLGJHR,4
2245,3105,B07MMLGJHR,4
2247,670,B07MMLGJHR,5
2249,2501,B07MMLGJHR,4
2251,1650,B07MMLGJHR,5
2253,1650,B07MMLGJHR,5
2255,778,B074ND5S9D,5
2257,3119,B074ND5S9D,3
2259,1345,B074ND5S9D,4
2261,2158,B074ND5S9D,5
2263,2330,B074ND5S9D,5
2265,1248,B074ND5S9D,4
2267,528,B074ND5S9D,5
2269,1186,B074ND5S9D,4
2271,1186,B074ND5S9D,4
2273,2652,B07F8PKRH5,5
2275,1370,B07F8PKRH5,5
2277,1193,B07F8PKRH5,5
2279,325,B07F8PKRH5,5
2281,748,B07F8PKRH5,5
2283,2038,B07F8PKRH5,5
2285,1815,B07F8PKRH5,1
2287,2649,B07F8PKRH5,3
2289,2649,B07F8PKRH5,3
2291,1591,B004GKBVSK,5
2293,2460,B004GKBVSK,5
2295,963,B004GKBVSK,5
2297,1619,B004GKBVSK,5
2299,858,B004GKBVSK,5
2301,2474,B004GKBVSK,5
2303,119,B004GKBVSK,4
2305,2901,B004GKBVSK,3
2307,2901,B004GKBVSK,3
2309,3060,B01N0ST6SG,1
2311,2073,B01N0ST6SG,3
2313,1732,B01N0ST6SG,3
2315,1900,B01N0ST6SG,3
2317,2720,B01N0ST6SG,4
2319,1999,B01N0ST6SG,4
2321,286,B01N0ST6SG,3
2323,922,B01N0ST6SG,3
2325,922,B01N0ST6SG,3
2327,121,B07MLT67WF,2
2329,791,B07MLT67WF,5
2331,1538,B07MLT67WF,4
2333,1252,B07MLT67WF,4
2335,719,B07MLT67WF,4
2337,119,B07MLT67WF,5
2339,1343,B07MLT67WF,3
2341,511,B07MLT67WF,3
2343,511,B07MLT67WF,3
2345,2162,B07QTQC7TY,3
2347,1926,B07QTQC7TY,5
2349,2467,B07QTQC7TY,5
2351,154,B07QTQC7TY,4
2353,1654,B07QTQC7TY,5
2355,1555,B07QTQC7TY,4
2357,514,B07QTQC7TY,4
2359,3054,B07QTQC7TY,1
2361,3054,B07QTQC7TY,1
2363,2816,B00VE86JCK,4
2365,2862,B00VE86JCK,5
2367,1823,B00VE86JCK,5
2369,2023,B00VE86JCK,5
2371,2973,B00VE86JCK,5
2373,244,B00VE86JCK,3
2375,3117,B00VE86JCK,5
2377,2006,B00VE86JCK,3
2379,2006,B00VE86JCK,3
2381,2587,B07HMV8MWS,1
2383,362,B07HMV8MWS,2
2385,2039,B07HMV8MWS,5
2387,1782,B07HMV8MWS,2
2389,2619,B01JQTOZKG,3
2391,1792,B01JQTOZKG,4
2393,595,B01JQTOZKG,3
2395,1087,B01JQTOZKG,5
2397,2447,B01JQTOZKG,4
2399,2259,B01JQTOZKG,3
2401,2903,B01JQTOZKG,1
2403,178,B01JQTOZKG,2
2405,178,B01JQTOZKG,2
2407,639,B0018Q3BRO,5
2409,150,B0018Q3BRO,5
2411,2186,B0018Q3BRO,4
2413,408,B0018Q3BRO,5
2415,863,B0018Q3BRO,3
2417,730,B0018Q3BRO,5
2419,730,B0018Q3BRO,5
2421,1011,B073V3TQHL,5
2423,2491,B073V3TQHL,5
2425,1168,B073V3TQHL,5
2427,2804,B073V3TQHL,1
2429,3126,B073V3TQHL,5
2431,2543,B073V3TQHL,4
2433,2690,B073V3TQHL,5
2435,2485,B073V3TQHL,5
2437,2485,B073V3TQHL,5
2439,270,B005IXYLKY,2
2441,2978,B005IXYLKY,3
2443,2619,B005IXYLKY,1
2445,658,B005IXYLKY,1
2447,119,B005IXYLKY,5
2449,1148,B005IXYLKY,5
2451,525,B005IXYLKY,1
2453,525,B005IXYLKY,1
2455,2590,B06XYZM6ML,5
2457,17,B06XYZM6ML,1
2459,1482,B06XYZM6ML,1
2461,3043,B06XYZM6ML,5
2463,770,B06XYZM6ML,1
2465,1302,B06XYZM6ML,1
2467,484,B06XYZM6ML,1
2469,1832,B06XYZM6ML,3
2471,1832,B06XYZM6ML,3
2473,3146,B07FDHKRRM,4
2475,1111,B07FDHKRRM,5
2477,1776,B07FDHKRRM,5
2479,3147,B07FDHKRRM,4
2481,806,B07FDHKRRM,3
2483,1238,B07FDHKRRM,5
2485,2117,B07FDHKRRM,5
2487,3115,B07FDHKRRM,5
2489,3115,B07FDHKRRM,5
2491,2843,B000N3V7JW,1
2493,1849,B000N3V7JW,5
2495,2902,B000N3V7JW,5
2497,296,B000N3V7JW,3
2499,817,B000N3V7JW,5
2501,1851,B000N3V7JW,5
2503,2405,B000N3V7JW,3
2505,2405,B000N3V7JW,3
2507,782,B01MD0SAZX,4
2509,2216,B01MD0SAZX,4
2511,1226,B01MD0SAZX,1
2513,2732,B01MD0SAZX,5
2515,2230,B01MD0SAZX,5
2517,1583,B01MD0SAZX,2
2519,1059,B01MD0SAZX,4
2521,9,B01MD0SAZX,5
2523,9,B01MD0SAZX,5
2525,385,B01JQV5RMY,4
2527,2439,B01JQV5RMY,5
2529,630,B01JQV5RMY,4
2531,1095,B01JQV5RMY,4
2533,868,B01JQV5RMY,3
2535,3010,B01JQV5RMY,3
2537,378,B01JQV5RMY,5
2539,119,B01JQV5RMY,4
2541,119,B01JQV5RMY,4
2543,119,B01GP2Z7KY,5
2545,1748,B01GP2Z7KY,4
2547,912,B01GP2Z7KY,5
2549,775,B01GP2Z7KY,1
2551,2686,B01GP2Z7KY,5
2553,1596,B01GP2Z7KY,4
2555,119,B01GP2Z7KY,5
2557,1858,B01GP2Z7KY,5
2559,1858,B01GP2Z7KY,5
2561,1126,B000JHHGHE,4
2563,2328,B000JHHGHE,1
2565,1642,B000JHHGHE,2
2567,1790,B000JHHGHE,2
2569,423,B000JHHGHE,4
2571,1972,B000JHHGHE,3
2573,1972,B000JHHGHE,3
2575,2982,B07KX7HJHX,3
2577,606,B07KX7HJHX,4
2579,16,B07KX7HJHX,1
2581,2459,B07KX7HJHX,3
2583,1854,B07KX7HJHX,4
2585,2957,B07KX7HJHX,5
2587,2957,B07KX7HJHX,5
2589,512,B07JZHK6M5,4
2591,2256,B07JZHK6M5,4
2593,804,B07JZHK6M5,1
2595,857,B07JZHK6M5,5
2597,1855,B07JZHK6M5,5
2599,3093,B07JZHK6M5,5
2601,3093,B07JZHK6M5,5
2603,633,B001NEQCTK,2
2605,1396,B001NEQCTK,1
2607,1030,B001NEQCTK,3
2609,1804,B001NEQCTK,5
2611,2475,B001NEQCTK,1
2613,1958,B001NEQCTK,5
2615,1958,B001NEQCTK,5
2617,663,B07RGDZTMZ,5
2619,1666,B07RGDZTMZ,4
2621,119,B07RGDZTMZ,5
2623,3098,B07RGDZTMZ,5
2625,1262,B07RGDZTMZ,5
2627,2724,B07RGDZTMZ,3
2629,427,B07RGDZTMZ,3
2631,1022,B07RGDZTMZ,5
2633,1022,B07RGDZTMZ,5
2635,1922,B07BJL27LZ,5
2637,257,B07BJL27LZ,5
2639,1715,B07BJL27LZ,5
2641,2709,B07BJL27LZ,1
2643,2822,B07BJL27LZ,5
2645,2756,B07BJL27LZ,2
2647,1314,B07BJL27LZ,3
2649,210,B07BJL27LZ,5
2651,210,B07BJL27LZ,5
2653,1422,B07R48D1FQ,5
2655,583,B07R48D1FQ,4
2657,1405,B07R48D1FQ,4
2659,68,B07R48D1FQ,3
2661,2471,B07R48D1FQ,5
2663,2972,B07R48D1FQ,5
2665,376,B07R48D1FQ,3
2667,2765,B07R48D1FQ,5
2669,2765,B07R48D1FQ,5
2671,1910,B07N48S4KJ,3
2673,2231,B07N48S4KJ,5
2675,2572,B07N48S4KJ,5
2677,2572,B07N48S4KJ,5
2679,1298,B074KKHCVQ,1
2681,59,B074KKHCVQ,3
2683,329,B074KKHCVQ,1
2685,3078,B074KKHCVQ,2
2687,2202,B074KKHCVQ,1
2689,2190,B074KKHCVQ,2
2691,1790,B074KKHCVQ,4
2693,409,B074KKHCVQ,4
2695,409,B074KKHCVQ,4
2697,2933,B071DMX8TW,5
2699,1277,B071DMX8TW,5
2701,2332,B071DMX8TW,5
2703,1342,B071DMX8TW,2
2705,2801,B071DMX8TW,5
2707,1940,B071DMX8TW,5
2709,2035,B071DMX8TW,5
2711,933,B071DMX8TW,5
2713,933,B071DMX8TW,5
2715,1453,B01GQNX3DA,5
2717,1880,B01GQNX3DA,5
2719,1380,B01GQNX3DA,5
2721,1694,B01GQNX3DA,4
2723,2589,B01GQNX3DA,4
2725,2958,B01GQNX3DA,5
2727,810,B01GQNX3DA,5
2729,1221,B01GQNX3DA,4
2731,1221,B01GQNX3DA,4
2733,44,B07R6GB2BX,5
2735,3021,B07R6GB2BX,5
2737,2088,B07R6GB2BX,5
2739,2489,B07R6GB2BX,4
2741,1121,B07R6GB2BX,5
2743,439,B07R6GB2BX,5
2745,119,B07R6GB2BX,4
2747,571,B07R6GB2BX,4
2749,571,B07R6GB2BX,4
2751,147,B06ZYPJTY5,2
2753,1929,B06ZYPJTY5,4
2755,2674,B06ZYPJTY5,5
2757,2610,B06ZYPJTY5,5
2759,2148,B06ZYPJTY5,5
2761,1297,B06ZYPJTY5,4
2763,575,B06ZYPJTY5,5
2765,866,B06ZYPJTY5,3
2767,866,B06ZYPJTY5,3
2769,1185,B06Y648RT1,1
2771,1816,B06Y648RT1,1
2773,13,B06Y648RT1,5
2775,742,B06Y648RT1,4
2777,453,B06Y648RT1,4
2779,1241,B06Y648RT1,5
2781,1399,B06Y648RT1,5
2783,2974,B06Y648RT1,1
2785,2974,B06Y648RT1,1
2787,3150,B07P5KCD3C,5
2789,208,B07P5KCD3C,5
2791,119,B07P5KCD3C,5
2793,1808,B07P5KCD3C,5
2795,239,B07P5KCD3C,5
2797,1441,B07P5KCD3C,5
2799,1450,B07P5KCD3C,5
2801,1580,B07P5KCD3C,5
2803,1580,B07P5KCD3C,5
2805,3044,B077N9YWGW,5
2807,2142,B077N9YWGW,5
2809,3046,B077N9YWGW,5
2811,298,B077N9YWGW,5
2813,1785,B077N9YWGW,5
2815,1501,B077N9YWGW,2
2817,2428,B077N9YWGW,5
2819,119,B077N9YWGW,4
2821,119,B077N9YWGW,4
2823,1305,B00B58H7IE,3
2825,911,B00B58H7IE,5
2827,316,B00B58H7IE,5
2829,944,B00B58H7IE,5
2831,3055,B00B58H7IE,1
2833,2885,B00B58H7IE,5
2835,2634,B00B58H7IE,1
2837,1775,B00B58H7IE,5
2839,1775,B00B58H7IE,5
2841,1637,B01GIPLVCQ,5
2843,2535,B01GIPLVCQ,5
2845,2145,B01GIPLVCQ,3
2847,953,B01GIPLVCQ,5
2849,953,B01GIPLVCQ,5
2851,495,B00BEDAFD4,4
2853,1965,B00BEDAFD4,2
2855,1772,B00BEDAFD4,5
2857,119,B00BEDAFD4,3
2859,1557,B00BEDAFD4,5
2861,2050,B00BEDAFD4,5
2863,1955,B00BEDAFD4,4
2865,141,B00BEDAFD4,5
2867,141,B00BEDAFD4,5
2869,266,B00PJ2AS2E,5
2871,2651,B00PJ2AS2E,5
2873,1982,B00PJ2AS2E,5
2875,2924,B00PJ2AS2E,5
2877,2509,B00PJ2AS2E,4
2879,70,B00PJ2AS2E,5
2881,1468,B00PJ2AS2E,5
2883,524,B00PJ2AS2E,5
2885,524,B00PJ2AS2E,5
2887,2293,B00AZNXZMW,4
2889,759,B00AZNXZMW,5
2891,2844,B00AZNXZMW,4
2893,119,B00AZNXZMW,5
2895,2506,B00AZNXZMW,5
2897,704,B00AZNXZMW,5
2899,1768,B00AZNXZMW,5
2901,193,B00AZNXZMW,5
2903,193,B00AZNXZMW,5
2905,119,B07F1JGWMF,5
2907,1837,B07F1JGWMF,5
2909,2620,B07F1JGWMF,5
2911,333,B07F1JGWMF,5
2913,1242,B07F1JGWMF,1
2915,2869,B07F1JGWMF,4
2917,399,B07F1JGWMF,4
2919,938,B07F1JGWMF,5
2921,938,B07F1JGWMF,5
2923,2681,B00B2G14B0,1
2925,1035,B00B2G14B0,2
2927,2683,B00B2G14B0,3
2929,2322,B00B2G14B0,3
2931,1082,B00B2G14B0,3
2933,2815,B00B2G14B0,1
2935,50,B00B2G14B0,1
2937,1171,B00B2G14B0,4
2939,1171,B00B2G14B0,4
2941,119,B0058YX3CA,3
2943,2819,B0058YX3CA,5
2945,411,B0058YX3CA,5
2947,411,B0058YX3CA,5
2949,1040,B002TTFM1W,5
2951,109,B002TTFM1W,5
2953,576,B002TTFM1W,5
2955,2670,B002TTFM1W,5
2957,1071,B002TTFM1W,4
2959,2275,B002TTFM1W,4
2961,1783,B002TTFM1W,5
2963,2813,B002TTFM1W,5
2965,2813,B002TTFM1W,5
2967,93,B07QR5YP6T,5
2969,1890,B07QR5YP6T,4
2971,1413,B07QR5YP6T,3
2973,2656,B07QR5YP6T,3
2975,2969,B07QR5YP6T,5
2977,2876,B07QR5YP6T,5
2979,712,B07QR5YP6T,5
2981,1327,B07QR5YP6T,5
2983,1327,B07QR5YP6T,5
2985,893,B07DFZ7BHC,5
2987,1174,B07DFZ7BHC,1
2989,101,B07DFZ7BHC,5
2991,102,B07DFZ7BHC,4
2993,982,B07DFZ7BHC,4
2995,494,B07DFZ7BHC,5
2997,297,B07DFZ7BHC,5
2999,784,B07DFZ7BHC,5
3001,784,B07DFZ7BHC,5
3003,2953,B0728C7C1X,5
3005,1728,B0728C7C1X,1
3007,1722,B0728C7C1X,5
3009,3068,B0728C7C1X,5
3011,281,B0728C7C1X,5
3013,1258,B0728C7C1X,5
3015,2036,B0728C7C1X,4
3017,1421,B0728C7C1X,4
3019,1421,B0728C7C1X,4
3021,402,B00L1RHOY6,5
3023,1787,B00L1RHOY6,3
3025,277,B00L1RHOY6,5
3027,931,B00L1RHOY6,3
3029,429,B00L1RHOY6,3
3031,2988,B00L1RHOY6,3
3033,119,B00L1RHOY6,2
3035,1331,B00L1RHOY6,4
3037,1331,B00L1RHOY6,4
3039,1593,B07KJX3MJQ,5
3041,869,B07KJX3MJQ,5
3043,3056,B07KJX3MJQ,4
3045,1365,B07KJX3MJQ,2
3047,597,B07KJX3MJQ,4
3049,2427,B07KJX3MJQ,4
3051,2792,B07KJX3MJQ,4
3053,119,B07KJX3MJQ,5
3055,119,B07KJX3MJQ,5
3057,255,B07HCMQG9T,5
3059,2228,B07HCMQG9T,4
3061,2445,B07HCMQG9T,5
3063,1616,B07HCMQG9T,5
3065,482,B07HCMQG9T,5
3067,1173,B07HCMQG9T,5
3069,2321,B07HCMQG9T,5
3071,2364,B07HCMQG9T,5
3073,2364,B07HCMQG9T,5
3075,1427,B07KX598VF,4
3077,735,B07KX598VF,5
3079,2528,B07KX598VF,4
3081,384,B07KX598VF,5
3083,1592,B07KX598VF,5
3085,157,B07KX598VF,1
3087,580,B07KX598VF,5
3089,119,B07KX598VF,5
3091,119,B07KX598VF,5
3093,2008,B07KX5CKL5,4
3095,1943,B07KX5CKL5,5
3097,1361,B07KX5CKL5,1
3099,2778,B07KX5CKL5,5
3101,116,B07KX5CKL5,5
3103,119,B07KX5CKL5,1
3105,119,B07KX5CKL5,1
3107,119,B00D6C1VNE,5
3109,1879,B00D6C1VNE,5
3111,269,B00D6C1VNE,5
3113,289,B00D6C1VNE,3
3115,2619,B00D6C1VNE,5
3117,1582,B00D6C1VNE,5
3119,1115,B00D6C1VNE,3
3121,2923,B00D6C1VNE,1
3123,2923,B00D6C1VNE,1
3125,1135,B01LO0P4AK,3
3127,444,B01LO0P4AK,4
3129,626,B01LO0P4AK,5
3131,302,B01LO0P4AK,4
3133,958,B01LO0P4AK,5
3135,1835,B01LO0P4AK,4
3137,1835,B01LO0P4AK,4
3139,1969,B07H7CRXNM,5
3141,1116,B07H7CRXNM,5
3143,1603,B07H7CRXNM,5
3145,2820,B07H7CRXNM,5
3147,2304,B07H7CRXNM,5
3149,1847,B07H7CRXNM,5
3151,119,B07H7CRXNM,5
3153,1201,B07H7CRXNM,5
3155,1201,B07H7CRXNM,5
3157,2119,B00421BK7A,5
3159,3052,B00421BK7A,4
3161,2623,B00421BK7A,3
3163,1996,B00421BK7A,4
3165,587,B00421BK7A,2
3167,2119,B00421BK7A,5
3169,803,B00421BK7A,1
3171,1784,B00421BK7A,5
3173,1784,B00421BK7A,5
3175,1179,B0751BGQRW,5
3177,1250,B0751BGQRW,2
3179,119,B0751BGQRW,4
3181,2221,B0751BGQRW,3
3183,709,B0751BGQRW,5
3185,1464,B0751BGQRW,3
3187,947,B0751BGQRW,5
3189,2374,B0751BGQRW,2
3191,2374,B0751BGQRW,2
3193,2619,B01JQTOZKG,3
3195,1792,B01JQTOZKG,4
3197,595,B01JQTOZKG,3
3199,1087,B01JQTOZKG,5
3201,2447,B01JQTOZKG,4
3203,2259,B01JQTOZKG,3
3205,2903,B01JQTOZKG,1
3207,178,B01JQTOZKG,2
3209,178,B01JQTOZKG,2
3211,3146,B076J2SWH3,4
3213,1111,B076J2SWH3,5
3215,1776,B076J2SWH3,5
3217,3147,B076J2SWH3,4
3219,806,B076J2SWH3,3
3221,1238,B076J2SWH3,5
3223,2117,B076J2SWH3,5
3225,3115,B076J2SWH3,5
3227,3115,B076J2SWH3,5
3229,782,B01JQV7WRM,4
3231,2216,B01JQV7WRM,4
3233,1226,B01JQV7WRM,1
3235,2732,B01JQV7WRM,5
3237,2230,B01JQV7WRM,5
3239,1583,B01JQV7WRM,2
3241,1059,B01JQV7WRM,4
3243,9,B01JQV7WRM,5
3245,9,B01JQV7WRM,5
3247,385,B06XW44L1P,4
3249,2439,B06XW44L1P,5
3251,630,B06XW44L1P,4
3253,1095,B06XW44L1P,4
3255,868,B06XW44L1P,3
